名前,住所,お店の場所,経度,緯度
モーリーファンタジー苫小牧,北海道苫小牧市柳町3-1-20,イオン2F,141.6421338,42.6562319
パロ滝川,北海道滝川市東町2-29-1,ダイエー滝川店1F,141.9305073,43.5535152
パロ苫小牧,北海道苫小牧市糸井135-1,トライアルG棟トライアル苫小牧店,141.5237874,42.6126891
パロ網走,北海道網走市駒場北5-83,駒場ショッピングタウン,144.283923,44.0009007
らんらんらんど旭川,北海道旭川市豊岡3条2-2-19 ,旭友ストア ア・モール店2F,142.3938439,43.7595684
らんらんらんど上磯,北海道北斗市七重浜4-44-1,ダイエー上磯店1F,140.712297,41.8215235
らんらんらんど新さっぽろ,北海道札幌市厚別区厚別中央2条5-7 ,カテプリ新さっぽろ店3F,141.4724783,43.0374407
らんらんらんど湯ノ川,北海道函館市湯川町3-14-5,ダイエー湯川店1・2F,140.7940309,41.7776613
プリズムストーン札幌東急,北海道札幌市中央区北四条西2-1,さっぽろ東急百貨店 8F,141.3528179,43.06604249999999
げーむぱーくぎゃらくしー,東札幌3条1-1-1,,141.3832358,43.0542278
イオン隼人国分,鹿児島県霧島市隼人町見次1229,,130.741922,31.7382181
THE 3RD PLANET ジャングルパーク鹿児島店,鹿児島県鹿児島市与次郎1-11-1,フレスポジャングルパーク2F,130.5650325,31.5700372
モーリーファンタジー姶良,鹿児島県姶良市東餅田336,イオン3F,130.6282103,31.733083200000003
モーリーファンタジー鹿児島,鹿児島県鹿児島市東開町7,イオンモール3F,130.5365037,31.527430800000005
モーリーファンタジー隼人国分,鹿児島県霧島市隼人町見次1229,イオン2F,130.7417182,31.738209
トイザらス那覇新都心,沖縄県那覇市おもろまち3-3,あっぷるタウン1F,127.69194090000002,26.228483
イオン那覇,沖縄県那覇市金城5-10-2,,127.6658532,26.1970331
イオン南風原,沖縄県島尻郡南風原町字宮平264,,127.7375944,26.2008793
イオン北谷,沖縄県北谷町字美浜8-3,,127.7571039,26.3144029
イオン名護,沖縄県名護市字名護見取川原4472,,127.9849129,26.6099069
(株)サンエー豊見城ウイングシティ,沖縄県豊見城市高安261-22F,,127.688604,26.1750671
(株)サンエーしおざきシティ店,沖縄県糸満市潮崎町2-2,,127.6681366,26.1229453
ゲオ西原店,沖縄県浦添市当山2-2-3,,127.7361889,26.2525966
モーリーファンタジー具志川,沖縄県うるま市前原幸崎原303,イオン2F,127.84491000000001,26.3385654
モーリーファンタジー那覇,沖縄県那覇市金城5-10-2,イオン3F,127.665821,26.1968021
モーリーファンタジー南風原,沖縄県島尻郡南風原町字宮平264,イオン2F,127.7374281,26.2007397
モーリーファンタジー北谷,沖縄県中頭郡北谷町字美浜8-3,イオン2F,127.75722729999998,26.3146145
モーリーファンタジー名護,沖縄県名護市字名護見取川原4472,イオン1F,127.98536889999998,26.6098493
アル・プラザあまがさき,兵庫県尼崎市潮江1-3-1,,135.4304428,34.7335844
トイザらス加古川,兵庫県加古川市尾上町今福71,,134.8283484,34.7516702
トイザらス神戸ジェームス山,兵庫県神戸市垂水区青山台7-6-2,,135.0730698,34.64537790000001
トイザらス明石,兵庫県明石市東仲ノ町6-1,アスピア明石南館3F,134.9952955,34.6477617
エディオン垂水,兵庫県神戸市垂水区舞多聞東2-1-45,,135.0540932,34.6637229
イズミヤ小林,兵庫県宝塚市小林5-5-47,,135.3556486,34.7882658
ヤマダ電機LABI三宮,兵庫県神戸市中央区三宮町1-5-8,,135.1942169,34.6916828
ダイエー塚口,兵庫県尼崎市南塚口町2-1-3,,135.4153686,34.7521432
ダイエー藤原台,兵庫県神戸市北区藤原台中町1-2-2,,135.2205261,34.8219292
ダイエー三宮駅前,兵庫県神戸市中央区雲井通6-1-15,,135.1964332,34.6951241
ダイエー甲子園,兵庫県西宮市甲子園高潮町3-3,,135.3617909,34.7237256
ダイエー宝塚中山,兵庫県宝塚市売布東の町21-22,,135.3674606,34.8171766
セガつかしん,兵庫県尼崎市塚口本町4-8-1,つかしん内,135.4180485,34.7618838
セガワールドながさわ,兵庫県明石市魚住町清水2464-1,ドラブインながさわ,134.8968186,34.7200411
セガららぽーと甲子園,兵庫県西宮市甲子園八-町1-100,ららぽーと甲子園2F,135.3644131,34.7173455
セガワールドココエあまがさき,兵庫県尼崎市潮江1-3-1,ココエあまがさき内4F,135.4304428,34.7335844
カリヨンパークイオン伊丹昆陽店,兵庫県伊丹市池尻4-1-1,イオン伊丹昆陽SC内4F,135.3813798,34.784467
ニシダヤ中央,兵庫県尼崎市神田中通3-41,,135.4128226,34.720152
そごう神戸,兵庫県神戸市中央区小野柄通8-1-8,そごう神戸店8F,135.19555,34.6931743
タイトーFステーション HAT神戸店,兵庫県神戸市中央区脇浜海岸通2-2-2,ブルメールHAT神戸2F,135.2146676,34.6995547
イトーヨーカドー加古川,兵庫県加古川市別府町緑町2,,134.8487939,34.7275531
イトーヨーカドー広畑,兵庫県姫路市広畑区夢前町1-1,,134.6370633,34.7969228
イトーヨーカドー明石,兵庫県明石市二見町西二見 1-18,,134.8784856,34.705492
イトーヨーカドー甲子園,兵庫県西宮市甲子園八-町1-100,,135.3644131,34.7173455
モーリーファンタジージェームス山,兵庫県神戸市垂水区青山台7-7-1,イオン1F,135.0762733,34.6462318
モーリーファンタジー伊丹,兵庫県伊丹市藤ノ木1-1-1,イオン3F,135.4238346,34.7815418
モーリーファンタジー加西北条,兵庫県加西市北条町北条308-1,イオン2F,134.8284698,34.9304411
モーリーファンタジー高砂,兵庫県高砂市緑丘2-1-40,イオン2F,134.8028419,34.7694187
モーリーファンタジー社,兵庫県加東市社1126-1,イオン2F,134.961653,34.9146291
モーリーファンタジー洲本,兵庫県洲本市塩屋1-1-8,イオン2F,134.8924305,34.3448769
モーリーファンタジー神戸北,兵庫県神戸市北区上津台8-1-1,イオン3F,135.1943495,34.8607359
モーリーファンタジー猪名川,兵庫県川辺郡猪名川町白金2-1,イオン3F,135.3647027,34.9020266
モーリーファンタジー尼崎,兵庫県尼崎市次屋3-13-18,イオン2F,135.4423164,34.742
モーリーファンタジー姫路RC,兵庫県姫路市飾磨区細江2560,イオン1F,134.6683948,34.7983077
モーリーファンタジー姫路大津,兵庫県姫路市大津区大津町2-5,イオンモール2F,134.6061198,34.8064797
モーリーファンタジー和田山,兵庫県朝来市和田山町枚田岡774,イオン2F,134.8634912,35.329355
らんらんらんど甲南,兵庫県神戸市東灘区本山南町8-7-18,ダイエー甲南店2F,135.2826895,34.7248108
らんらんらんど西宮,兵庫県西宮市林田町2-24,ダイエー西宮店2F,135.3621543,34.7559337
らんらんらんど名谷,兵庫県神戸市須磨区中落合2-2-2,ダイエー名谷店3F,135.0956753,34.6784049
セルバ甲南山手店,兵庫県神戸市東灘区森南町1-5-1,3Fゲームセンター,135.2942688,34.7297688
イオン三田ウッディタウン,兵庫県三田市けやき台1-6-2,,135.1873205,34.9086451
イオン姫路,兵庫県姫路市増位本町2-12-10,,134.7063962,34.8567675
イオン加西北条,兵庫県加西市北条町北条308-1,,134.8287219,34.9302872
イオン姫路大津,兵庫県姫路市大津町2-5,,134.6066884,34.80656340000001
マリンカーニバル,兵庫県神戸市北区日の峰2-6-1,コアキタマチ3F,135.143631,34.7563081
ポップンパーク,兵庫県三木市志染町青山3-9,イオン三木青山2F,135.0364859,34.7794525
トイザらス奈良,奈良県奈良市柏木町456-1,,135.7991872,34.6716524
ライフ大淀,奈良県吉野郡大淀町土田243-1,,135.7973734,34.3887952
イズミヤ広陵,奈良県北葛城郡広陵町大字安部450-1,,135.7454938,34.5338133
ザ・ビックエクストラ大安寺,奈良県奈良市南京終町1-128-1,,135.8208325,34.6706192
アピタ西大和,奈良県北葛城郡上牧町上牧3000-1,,135.7211195,34.5662638
ジョーシン郡山イオンモール,奈良県大和郡山市下三橋町741-170,イオンモール大和郡山1F,135.8020009,34.6518656
イトーヨーカドー奈良,奈良県奈良市二条大路南1-3-1,,135.8021921,34.6851869
モーリーファンタジー橿原,奈良県橿原市曲川町7-20-1,イオン2F,135.7625503,34.5054126
モーリーファンタジー桜井,奈良県桜井市上之庄278-1,イオン2F,135.8369975,34.5217146
モーリーファンタジー大和郡山,奈良県大和郡山市下三橋741,イオン3F,135.8022208,34.651442
モーリーファンタジー天理,奈良県天理市東井戸堂町381,ザ・ビッグエクストラ1F,135.8250232,34.5907337
モーリーファンタジー登美ヶ丘,奈良県生駒市鹿畑町3027,イオンモール奈良登美ヶ丘2F,135.7502006,34.725612
イオン五條,奈良県五條市今井2-150,,135.7021316,34.3532555
イオン大和郡山,奈良県大和郡山市下三橋町741,,135.8020009,34.6518656
イズミヤ紀伊川辺,和歌山県和歌山市川辺220,,135.2643891,34.262169
仔熊近鉄和歌山,和歌山県和歌山市友田町5-18,近鉄百貨店和歌山店4Fトイランド,135.1906287,34.232931
モーリーファンタジー新宮,和歌山県新宮市橋本2-14-23,イオン2F,135.9903854,33.7143137
エディオン倉敷本店,岡山県倉敷市笹沖1209-1,,133.7684928,34.578939
岡山ジョイポリス,岡山県岡山市北区下石井2-10-1,,133.9185797,34.6585729
アミパラ岡山店,岡山県岡山市北区青江1-13-8,,133.9199885,34.6362117
レインボーランド津高店,岡山県岡山市北区横井上83-3,イズミヤ津高店4階,133.9023576,34.7000952
イトーヨーカドー岡山,岡山県岡山市下石井2-10-2,,133.9183242,34.6577869
モーリーファンタジー岡山,岡山県岡山市北区青江2-7-1,イオン2F,133.9205872,34.6331904
モーリーファンタジー岡南,岡山県岡山市南区築港新町1-18-5,天満屋ハピータウン3F,133.9410402,34.6039395
モーリーファンタジー玉野,岡山県玉野市宇野1-38-1,天満屋ハピータウン3F,133.9450196,34.4918625
モーリーファンタジー原尾島,岡山県岡山市中区原尾島1-6-20,天満屋ハピータウン3F,133.9472541,34.6716933
モーリーファンタジー児島,岡山県倉敷市児島駅前2-35,天満屋ハピータウン3F,133.8043726,34.466796300000006
ビックカメラ岡山駅前,岡山県岡山市北区駅前町1-1-1,トイズコーナー,133.9197557,34.6658955
イオンキッズ倉敷,岡山県倉敷市水江1,,133.7454021,34.6032479
トイザらス広島八木,広島県広島市安佐南区八木1-28-9,,132.4897388,34.4760529
トイザらスベビーザらス広島府中,広島県安芸郡府中町大須2-1-1,イオンモール広島府中3F,132.4991412,34.3949859
フジグラン緑井,広島県広島市安佐南区緑井1-5-2,,132.476218,34.4662925
フジグラン安芸,広島県安芸郡坂町北新地2-3-30,,132.5186019,34.34961699999999
フジグラン高陽,広島県広島市安佐北区亀崎1-1-6,,132.522775,34.4822337
ヤマダ電機LABI広島,広島県広島市中区胡町5-22,,132.4637306,34.393194
ヤマダ電機テックランド佐伯,広島県広島市佐伯区楽々園4-14-32,,132.3519075,34.3617123
アミパラ広島店,広島県広島市西区西観音町3-17,,132.4363846,34.3934716
タイトーステーション 広島本通店,広島県広島市中区本通3-5,,132.4604503,34.3929356
福山コロナワールド,広島県福山市一文字町24-1,,133.4072492,34.465874
モーリーファンタジーアルパーク広島,広島県広島市西区井口明神1-16-1,アルパーク天満屋4F,132.3932003,34.3724487
モーリーファンタジー宇品,広島県広島市南区宇品東6-1-15,イオン2F,132.4683844,34.3626238
モーリーファンタジー広島祇園,広島県広島市安佐南区祇園3-2-1,イオン3F,132.4616662,34.4441385
モーリーファンタジー広島府中,広島県安芸郡府中町大須2-1-1,イオン2F,132.4997957,34.3945831
モーリーファンタジー三原,広島県三原市城町2-13-1,イオン2F,133.087147,34.3987683
モーリーファンタジー尾道,広島県尾道市天満町17-23,イオン2F,133.1896806,34.4068284
イオン宇品,広島県広島市南区宇品東6-1-15,,132.4680143,34.3627611
イオン広島祇園,広島県広島市安佐南区祇園3-2-1,,132.4615589,34.4443641
トイザらス山口,山口県山口市大内長野581,ザ・ビッグ大内2F,131.5161068,34.1548009
フジグラン宇部,山口県宇部市明神町3-1-1,,131.2561606,33.9305864
西友ザ・モール周南,山口県下松市中央町21-3,,131.862851,34.0186072
てくもぴあ山口店,山口県山口市大内御堀1302-1,ゆめタウン山口2階,131.491584,34.1603256
てくもぴあ宇部店,山口県宇部市大字妻崎開作411,ゆめタウン宇部2F,131.2061774,33.9847747
モーリーファンタジー防府,山口県防府市中央町1-3,イオン3F,131.5699788,34.0521303
イオン防府,山口県防府市中央町1-3,,131.5696784,34.0522015
平和堂高富,岐阜県山県市高木1473,,136.7897208,35.5050348
NICOPA羽島ウイング店,岐阜県羽島市小熊町島1-46,,136.7074598,35.3331976
ピアゴ多治見,岐阜県多治見市住吉町3-19-1,,137.1228076,35.34372070000001
ピアゴ瑞浪,岐阜県瑞浪市薬師町2-72,,137.2326498,35.362495
ピアゴ恵那,岐阜県恵那市長島町正家2-2-17,,137.4138554,35.4478198
アピタ北方,岐阜県本巣郡北方町平成2-3,,136.6814395,35.4326266
アピタ美濃加茂,岐阜県美濃加茂市野笹町2-5-65,,137.0391149,35.4436265
アピタ中津川,岐阜県中津川市淀川町3-8,,137.5076443,35.4983886
アピタ大垣,岐阜県大垣市林町6-80-21,,136.6174603,35.3706136
アピタ御嵩,"日本, 岐阜県可児郡御嵩町上恵土1052-1",,137.0710013,35.4335454
アピタ飛騨高山,岐阜県高山市国府町金桶41,,137.2224331,36.2041407
レイク・リビン可児店,岐阜県可児市下恵土5750,,137.0503703,35.4148964
モーリーファンタジー各務原,岐阜県各務原市那加萱場町3-8,イオンモール3F,136.8242055,35.3916676
モーリーファンタジー岐阜,岐阜県岐阜市正木中1-2-1,マーサ21北館3Fイオン岐阜3F,136.7451825,35.4483207
モーリーファンタジー大垣,岐阜県大垣市外野2-100,イオン2F,136.6141943,35.3366466
イオン関,岐阜県関市倉知516,,136.900042,35.4780011
イオン各務原,岐阜県各務原市那加萱場町3-8,,136.8244201,35.3917813
イオン大垣,岐阜県大垣市外野2-100,,136.614484,35.33670350000001
セガワールドサントムーン,静岡県駿東郡清水町玉川61-2,サントムーン柿田川2F,138.9033198,35.1098338
セガワールド富士,静岡県富士市厚原95-1,,138.655158,35.184954
THE 3RD PLANET 浜松プラザ店,静岡県浜松市東区上西町1020-1,,137.76607,34.7257951
ピアゴ富士宮,静岡県富士宮市東阿幸地541,,138.6244341,35.2287756
アピタ藤枝,静岡県藤枝市田沼1-18-1,,138.2539287,34.8480829
アピタ島田,静岡県島田市宝来町8-2,,138.1848261,34.8275174
アピタ静岡,静岡県静岡市駿河区石田1-5-1,,138.4016389,34.9596503
アピタ初生,静岡県浜松市初生町626-1,,137.720571,34.7639592
アピタ掛川,静岡県掛川市大池2826,,137.9895298,34.7728579
アピタ伊東,静岡県伊東市玖須美元和田720-143,,139.1146949,34.9487784
アピタ富士吉原,静岡県富士市久保2-1-10,,138.6808418,35.1678866
マックスバリュ富士八幡町店,静岡県富士市八幡町6-3,,138.6492333,35.1611955
タイトーFステーション プレ葉ウォーク浜北,静岡県浜松市浜北区貴布祢1200,,137.7794703,34.7975881
タイトーFステーション イオン富士宮店,静岡県富士宮市浅間町1-8,,138.6119827,35.2204706
仔熊遠鉄,静岡県浜松市中区砂山町320-2,遠鉄百貨店本館5F,137.7331896,34.7038797
イトーヨーカドー沼津,静岡県沼津市高島本町1-5,,138.8579925,35.1080082
イトーヨーカドー静岡,静岡県静岡市駿河区曲金3-1-5,,138.4072908,34.9723352
イトーヨーカドー三島,静岡県三島市中田町9-30,,138.9193793,35.1133224
モーリーファンタジー焼津,静岡県焼津市祢宜島555,イオン2F,138.3098633,34.8391985
モーリーファンタジー清水,静岡県静岡市清水区上原1-6-16,イオン2F,138.4588535,35.0090579
モーリーファンタジー袋井,静岡県袋井市上山梨4-1-1,イオン2F,137.9030089,34.7848941
モーリーファンタジー浜松西,静岡県浜松市西区入野町6244-1,イオン3F,137.690157,34.6992239
モーリーファンタジー富士宮,静岡県富士宮市浅間町1-8,イオンモール2F,138.6121168,35.2202734
らんらんらんど御殿場,静岡県御殿場市萩原636,サンサンプラザ3F,138.934334,35.3050568
らんらんらんど裾野,静岡県裾野市佐野1039,マックスバリューベルシティー裾野店,138.9075735,35.1759961
らんらんらんど清水高橋,静岡県静岡市清水区高橋5-1-1,ピアゴ清水高橋店B1F,138.4708734,35.0254779
イオン清水,静岡県静岡市清水区上原1-6-16,,138.4587194,35.00926
イオン浜松志戸呂,静岡県浜松市西区志都呂町5605,,137.6515814,34.6969045
イオン焼津,静岡県焼津市祢宜島555,,138.3095468,34.839335
イオン富士宮,静岡県富士宮市浅間町1-8,,138.6119827,35.2204706
レイク・リビン海津平田,岐阜県海津市平田町今尾1617,,136.6313983,35.2491529
ヨシヅヤ新垂井,岐阜県不破郡垂井町表佐字大持野55-1,,136.5397345,35.364372
ちゃおらんどバロー高山,岐阜県高山市岡本町3-18-2,バロー高山店2階,137.2469928,36.1494273
ちゃおらんどバロー多治見,岐阜県多治見市若松町1-34,バロー多治見店2階,137.1159001,35.3408735
ちゃおらんどバロー芥見,岐阜県岐阜市芥見南山2-1-8,バロー芥見1階,136.8515926,35.4561981
ジョーシン岐阜羽島,岐阜県羽島市小熊町島1-43,,136.7073711,35.3331365
カラフルパーク大垣店,岐阜県大垣市三塚町丹瀬463-1,イオンタウン大垣1F,136.6294733,35.365605
らんらんらんど多治見,岐阜県多治見市西坂町5-31-1,多治見インター店2F,137.104904,35.3497525
テックランド仙台南,宮城県仙台市太白区中田町字後河原48-1,,140.8919537,38.1920763
あそびの広場船岡,宮城県柴田郡柴田町西船迫2-1-15,イオン2階,140.7621986,38.063187
イオンスーパーセンター鈎取,宮城県仙台市太白区鈎取本町1-21-1,,140.837524,38.2196641
イオンスーパーセンター涌谷,宮城県遠田郡涌谷町涌谷字洞ヶ崎5,,141.1473675,38.5368578
イオンスーパーセンター加美,宮城県加美郡加美町字赤塚178,,140.8655822,38.5625865
イオンスーパーセンター石巻東,宮城県石巻市流留字七勺1-1,,141.3757067,38.428169000000004
ポップンパーク坂出,香川県坂出市江尻町1166-1,,133.8713123,34.3177248
ビーユー高松,香川県高松市三条町 中所 608-1,ゆめタウン2F,134.0414714,34.316434
ハローズ高松春日,香川県高松市春日町1072-1,,134.0935344,34.3279089
ポップンパーク豊中,香川県三豊市豊中町本山甲944,,133.695561,34.1449279
ハローズ円座店,香川県高松市円座町845-3,,134.0120117,34.2938978
アルプラザ津幡,石川県河北郡津幡町北中条1-1,,136.7255756,36.66120799999999
アルプラザ加賀,石川県加賀市作見町ル25-1,,136.3523258,36.31974
バローランド大桑,石川県金沢市大桑3-114,バロー大桑店1F,136.6773677,36.5350051
セガイオンタウン金沢示野,石川県金沢市示野中町87街区2,,136.6157601,36.5792083
ジョーシン金沢本店,石川県金沢市駅西本町2-1-9,,136.6142027,36.5810646
アルプラザ小松,石川県小松市園町ハ23-1,,136.4604449,36.4066835
アピナ野々市店,石川県野々市市白山町4-1,イオンタウン野々市店内,136.6125236,36.5270924
エスポット御殿場,静岡県御殿場市川島田971-1,,138.9212024,35.2983574
エスポット沼津駅北,静岡県沼津市北高島町2-29,,138.8611949,35.1116858
らんらんらんど富士中里,静岡県富士市中里2566-21,ピアゴ中里店1F,138.7399665,35.1398294
タイトーステーション新浜松ザザシティ店,静岡県浜松市中区鍛冶町15,,137.7294065,34.7049239
エディオン柿田川,静岡県駿東郡清水町伏見字泉頭 58-1,,138.9008178,35.1086369
キッズトレイン沼津南,静岡県沼津市西島町10-1,,138.8631484,35.0860154
MEGAドン・キホーテ浜松可美,静岡県浜松市南区東若林町11-1,,137.7140108,34.6921755
ハロータイトーアピタ初生店,静岡県浜松市北区初生町626-1,,137.7208821,34.7638622
セガワールド静岡,静岡県静岡市葵区七間町4-2,"静活プラザビル1,2F",138.3816819,34.97427320000001
レジャーランド秋葉原2号,東京都千代田区外神田4-3-3,ミナミビル6F・7F,139.7718494,35.7008302
ヨドバシカメラ新宿西口本店,東京都新宿区西新宿1-11-1,ゲームホビー館5F,139.6979168,35.6898293
テックランド磯子,神奈川県横浜市磯子区磯子1-2-1,,139.6260627,35.4134149
テックランド横浜泉,神奈川県横浜市泉区上飯田町3937,,139.4841947,35.4347994
エスポット湯河原,神奈川県足柄下郡湯河原町吉浜1576-47,,139.1146886,35.144595
エスポット新横浜,神奈川県横浜市港北区北新横浜1-3-16,,139.6138042,35.5180714
富士シティオ野比,神奈川県横須賀市野比1-39-8,,139.6877827,35.2158925
富士シティオ善行,神奈川県藤沢市善行坂1-3-17,,139.4673158,35.3609838
富士シティオ稲田堤,神奈川県川崎市多摩区菅3-12-36,,139.5237824,35.637636
らんらんらんど三ツ境,神奈川県横浜市瀬谷区三ツ境7-1,ダイエー三ツ境店2F,139.5038578,35.4659807
らんらんらんど綾瀬,神奈川県綾瀬市大上2-1-1,ダイエー綾瀬店3F,139.4268614,35.457806
スーパーアルプス愛川,神奈川県愛甲郡愛川町角田580,スーパーアルプス愛川店,139.3300358,35.5329497
ファンタスティックジャーニー横浜,神奈川県横浜市都筑区池辺町4035-1,イトーヨーカドーららぽーと横浜店2F,139.5665826,35.517822
ドラマ二本松,神奈川県相模原市緑区二本松3-21-18,,139.3189556,35.5982142
ドラマ港北,神奈川県横浜市都筑区東方町321-6,,139.5847936,35.5192486
ドラマ藤沢,神奈川県藤沢市本藤沢5-6-8,,139.4681074,35.3580369
宝島大和,神奈川県大和市つきみ野1-6-1,イオンつきみ野店4階,139.4572462,35.5028699
西友二宮,神奈川県中郡二宮町中里2-6-28,,139.2475165,35.308643
イトーヨーカドー若葉台,神奈川県横浜市旭区若葉台3-7-1,,139.4980529,35.50547220000001
らんらんらんど小田栄,神奈川県川崎市川崎区小田栄2-3-1,ホームセンターコーナン2階,139.7067084,35.5149508
ジョーシン相模原小山,神奈川県相模原市中央区小山3-37-1,,139.3566443,35.5829162
イトーヨーカドー洋光台,神奈川県横浜市磯子区洋光台3-10-3,,139.5939887,35.3802267
西武百貨店 小田原店 2F玩具売場,神奈川県小田原市中里208,西武百貨店小田原店2F,139.1854938,35.2837618
Forkids'byこぐま港北店,神奈川県横浜市都筑区中川中央1-31-1-4420,モザイクモール港北4階,139.5778543,35.5549715
楽市楽座湘南藤沢,神奈川県藤沢市辻堂新町4-3-5,ミスターマックス湘南藤沢SC2階,139.464472,35.3396917
らんらんらんど向ケ丘,神奈川県川崎市多摩区登戸2789,ダイエー向ヶ丘店3F,139.5667033,35.6150355
らんらんらんど東戸塚,神奈川県横浜市戸塚区品濃町535-1,ダイエー東戸塚店3F,139.5612742,35.4305058
ダイエー鹿児島,鹿児島県鹿児島市鴨池2-26-30,,130.5509117,31.5626655
ダイエープラザ大島,鹿児島県奄美市名瀬小浜町23-1,,129.5008177,28.3840392
らんらんらんど鹿児島,鹿児島県鹿児島市鴨池2-26-30,ダイエー鹿児島店2F,130.5509117,31.5626655
MEGAドン・キホーテ勝田,茨城県ひたちなか市石川町1-1,,140.5274577,36.3931124
MEGAドン・キホーテ上水戸,茨城県水戸市上水戸2-9-10,,140.4453394,36.3895973
テックランド水戸本店,茨城県水戸市笠原町209,,140.4587756,36.3477522
新利根SC,茨城県稲敷市角崎1678,,140.286481,35.9057974
らんらんらんど行方,茨城県行方市麻生3288-50,セイミヤモール麻生店1F,140.4987427,36.0179579
宝島鹿嶋,茨城県鹿嶋市宮中290-1,ショッピングセンターチェリオ1階,140.6440277,35.95982
プラサカプコン土浦,茨城県土浦市真鍋2-1-29,,140.1989081,36.0903063
プラサカプコン水戸,茨城県水戸市河和田町3755,,140.4129654,36.3613607
イズミヤ牛久,茨城県牛久市牛久町280,,140.1399443,35.975456
FESTA古河,茨城県古河市松並2-18-10,マーケットシティ古河内,139.7083871,36.2101118
JOYFUL-2ニューポートひたちなか,茨城県ひたちなか市新光町34-1,JOYFUL-2,140.5856511,36.40726320000001
カインズホーム日立,茨城県日立市留町前川1270-2,,140.604119,36.4918685
楽市楽座イオンモール土浦,茨城県土浦市上高津367,イオンモール土浦店3階,140.1817667,36.0795848
フェドラ水戸,茨城県水戸市千波町2017-1,,140.4429626,36.3503116
ジャムジャム神栖,茨城県神栖市神栖1-8-1,,140.6444094,35.8979951
リトルジャム取手,茨城県取手市東4-5-1,,140.0749533,35.8902506
JOYFUL-2守谷,茨城県守谷市松ヶ丘3-8,,139.9879923,35.9371383
ライフ壬生,京都府京都市中京区壬生西檜町23,,135.733591,34.9997979
ライフ二条駅前,京都府京都市中京区西ノ京星池町248,,135.7421816,35.0131664
エール東舞鶴,京都府舞鶴市南浜町27-5,,135.3954827,35.4667259
フレンドマート木津川,京都府木津川市州見台1-1-1-1,,135.8175928,34.7206075
らんらんらんど綾部,京都府綾部市綾中町花ノ木30,バザールタウン綾部店2F,135.2575675,35.3026269
ジョーシン宇治,京都府宇治市宇治樋ノ尻79-1,ホームセンターコーナン2階,135.7944128,34.8928235
ジョーシン亀岡,京都府亀岡市余部町樋又80,,135.5670075,35.01562
ジョーシン長岡京,京都府長岡京市神足四ノ坪1-2,,135.7102059,34.9246579
エディオン伏見,京都府京都市伏見区横大路芝生1,,135.7453972,34.9307466
イズミヤ長岡,京都府長岡京市開田4-7-1,,135.6927202,34.9227853
イズミヤ大久保,京都府城陽市平川室木85,,135.7767876,34.868213
アルプラザ木津,京都府木津川市相楽城西15,,135.7919803,34.7385834
イズミヤ高野,京都府京都市左京区高野東開町16,,135.7811669,35.0411252
楽市楽座イオンモール京都桂川,京都府京都市南区久世高田町376-1,イオンモール京都桂川店3階,135.7078371,34.963165
ヨドバシカメラ京都,京都府京都市下京区烏丸通り七条下ル東塩小路町590-2,,135.7590006,34.9881612
レインボーランド八幡,京都府八幡市八幡一ノ坪23-1,イズミヤ八幡店内,135.713152,34.8609859
MEGAドン・キホーテル・パーク三川,山形県東田川郡三川町猪子大堰端318-1,,139.8341378,38.8204126
ミスターマックス唐津,佐賀県唐津市鏡3716,,130.008047,33.4360842
あおきモラージュ佐賀,佐賀県佐賀市巨勢町大字牛島730,モラージュ佐賀南館2F,130.3196785,33.2512754
らんらんらんど湯村,山梨県甲府市千塚1-9-14,オギノ湯村店4F,138.5450781,35.6803519
ハローズガーデン石和,山梨県笛吹市石和町窪中島154,アピタ石和店2F,138.6322214,35.6458037
プラサカプコン甲府,山梨県中巨摩郡昭和町西条3716,,138.5462792,35.6428773
楽市楽座イオンモール甲府,山梨県中巨摩郡昭和町常永土地区画整理地内1,街区ー2011区画イオンモール甲府昭和店2階,138.5273499,35.6226118
楽市楽座イオンモール大阪ドーム,大阪府大阪市西区千代崎3-13-1,イオンモール大阪ドームシティ店4階,135.4779493,34.6705065
ライフ箕面,大阪府箕面市稲1-10-13-2,,135.4751957,34.8265664
ライフ本庄,大阪府大阪市北区本庄東2-3-35,,135.5079226,34.714605
ライフ毛馬,大阪府大阪市都島区毛馬町2-2-8,,135.5252017,34.7208464
ライフ高石,大阪府高石市高師浜3-20-20,,135.4344419,34.5234834
ライフ国分,大阪府柏原市国分本町1-1,,135.6361558,34.5667843
ライフ香里園,大阪府寝屋川市香里新町28-3-1,,135.6301075,34.78576
フレンドマート東寝屋川,大阪府寝屋川市打上中町9-5,,135.6548393,34.759091
フレンドマート彩都,大阪府茨木市彩都あさぎ1-2-1,,135.5238048,34.854522
らんらんらんど長吉,大阪府大阪市平野区長吉長原西1-1-10,ダイエー長吉店4F,135.5661424,34.6082731
らんらんらんど金剛,大阪府大阪狭山市半田1-35-1,ダイエー金剛店3F,135.5579037,34.4982294
ハローズガーデン鳳,大阪府堺市西区鳳南町3-199-12,アリオ鳳店3F,135.4589536,34.524803
ハローズガーデン千里,大阪府豊中市新千里東町1-5-2,千里セルシー3F,135.4961308,34.8089268
ダイエー金剛,大阪府大阪狭山市半田1-35-1,,135.5579037,34.4982294
ダイエー富田林,大阪府富田林市昭和町1-7-1,,135.5988691,34.5041797
ダイエー古川橋駅前,大阪府門真市末広町41-2,,135.5916289,34.7384536
